puzzle_id,fen,rating,phase,fullmove_number,moves,rating_deviation,popularity,nb_plays,themes,piece_count,major_pieces,difficulty,phase_source,heuristic_phase
DinVK,rn2kbnr/pp3ppp/1qp1p3/3pPb2/5B2/3P3P/PPP2PP1/RN1QKBNR w KQkq - 1 6,2005,opening,6,b2b3 b6d4 c2c3 d4f4,74,95,8291,crushing fork opening short,32,16,hard,heuristic,opening
5yQUy,8/8/1p6/4kp2/2P5/3K1RP1/r7/8 w - - 5 61,1256,endgame,61,d3e3 a2a3 e3f2 a3f3 f2f3 e5d4 f3f4 d4c4 f4f5 b6b5 g3g4 b5b4 f5f6 b4b3 g4g5 b3b2 g5g6 b2b1q,74,96,2017,endgame,8,4,easy,theme,endgame
bta4a,r6r/1p3pkp/p2pp1p1/2P1n1q1/4P3/2N5/PP2QP1P/3R1R1K b - - 1 19,1645,middlegame,19,d6c5 f2f4 g5g4 f4e5 g4e2 c3e2,74,95,2118,middlegame,23,10,medium,theme,middlegame
iJn2i,4Qbk1/7p/2Bq2p1/p4p2/1pPP3P/6P1/2P4K/8 b - - 0 36,1361,endgame,36,d6d4 c6d5 g8g7 e8f7 g7h6 f7f8,74,92,530,endgame,16,6,medium,theme,middlegame
oCHyz,1rb2rk1/p3ppbp/1qpp1np1/8/4PP2/2NB3P/PPPB2P1/R2Q1R1K b - - 2 12,1662,opening,12,b6b2 a1b1 b2b1 c3b1,74,97,3844,advantage master middlegame short,28,14,medium,heuristic,opening
5c6Ss,r2qkbnr/p2bnppp/8/2p1N3/Q1B5/2P5/PP1P1PPP/RNB1K2R b KQkq - 0 9,1192,opening,9,d7a4 c4f7,74,86,264,attackingf2f7 mate matein1 onemove opening,28,16,easy,heuristic,opening
7llQ5,5q2/p6k/1pnp2pb/2p3Q1/P3P3/2PP2N1/1P2K3/7R w - - 3 36,1310,endgame,36,h1f1 f8f1 e2f1 h6g5,74,95,6422,endgame,18,8,medium,theme,middlegame
hcIrN,r3kb1r/ppp1pppb/2nq4/5P1p/2B5/2P3N1/P1PP2PP/R1BQ1RK1 w kq - 1 11,1298,opening,11,g3h5 d6c5 d2d4 c5c4,74,96,6804,opening,28,14,easy,theme,opening
ZgxUT,8/5pkp/5qp1/N1Q5/K1P5/1P6/2n3PP/8 w - - 1 52,1231,endgame,52,c5c6 f6a1 a4b5 c2d4 b5b6 d4c6,74,98,5798,endgame,13,6,easy,theme,endgame
tpZxF,r5k1/p1q3bp/2pp2p1/4pr1n/7B/2NQ4/PPP2PPP/3R1RK1 b - - 1 17,1280,middlegame,17,d6d5 c3d5 c6d5 d3d5 c7f7 d5a8,74,95,5039,middlegame,24,12,easy,theme,middlegame
J5Edm,1r1q1rk1/1p2bppp/p1n1p3/3pP3/3B1P2/1QP4P/1P3P2/R3RBK1 b - - 0 23,1659,middlegame,23,c6a5 a1a5 d8a5 d4b6 a5b6 b3b6,74,83,301,middlegame,25,12,medium,theme,middlegame
HKt2m,4R3/ppr2kp1/8/1B3p2/6p1/1K4R1/PPP2b2/8 w - - 2 32,1929,endgame,32,g3c3 c7c3 b3c3 g4g3 e8e2 g3g2 e2f2 g2g1q,74,92,626,endgame,15,7,hard,theme,middlegame
UGB0Y,8/bpp3k1/3pq1p1/p3P2r/4N3/P1Q4P/1PP4K/4R3 b - - 0 29,1962,endgame,29,e6e5 e4g3 e5c3 g3h5 g6h5 b2c3,74,93,2989,endgame,18,8,hard,theme,middlegame
qXkgs,rnbq1rk1/pp2nppp/8/3p4/2B5/2N2N2/PPP1QPPP/R4RK1 w - - 0 12,2230,opening,12,c3d5 e7d5 a1d1 d5f4 c4f7 g8h8 e2e5 d8f6,73,91,6826,advantage middlegame verylong,26,14,hard,heuristic,opening
rEXQ5,r1b1k2r/pp1pqppp/2p5/4P3/2Q2Bn1/P1N2N2/1P2PbPP/R2K1B1R w kq - 0 12,1759,opening,12,f4g5 e7g5 c4f7 e8f7,74,93,2722,opening,28,15,hard,theme,opening
JQn8D,5rk1/1pb4p/2p1pnP1/2PpPp2/1P1P4/4P1RQ/3N2PK/q7 b - - 0 26,1850,middlegame,26,f6g4 g3g4 c7e5 d4e5,74,81,141,middlegame,22,9,hard,theme,middlegame
vCwCw,r1bqkb1r/pppnpppp/3p1n2/8/2B5/2NP1N2/PPP2PPP/R1BQ1RK1 b kq - 4 6,1817,opening,6,a7a5 c4f7 e8f7 f3g5 f7g8 g5e6 d8e8 e6c7 e8g6 c7a8,74,87,298,advantage attackingf2f7 attraction fork opening sacrifice verylong,31,16,hard,heuristic,opening
Uzm7W,2k5/ppq2p2/5n1Q/2pP1P2/N1P1p3/1P1n2P1/P3BK2/8 w - - 3 38,1149,endgame,38,e2d3 f6g4 f2g2 g4h6,74,99,783,endgame,19,8,easy,theme,middlegame
iP5Zr,3k3r/pp4p1/2pqp1Qp/8/2P3P1/8/PP6/2K2R2 b - - 3 32,1630,endgame,32,h8f8 f1d1 f8f1 d1f1,74,97,4952,endgame,16,6,medium,theme,middlegame
zP0Fh,2r3k1/p4p1p/6p1/4N3/8/4P3/P1p2PPP/5RK1 w - - 0 24,1571,endgame,24,f1c1 c8d8 g1f1 d8d1 f1e2 d1c1,74,92,147,endgame,15,5,medium,theme,middlegame
zYYsg,rn3rk1/p3R1pp/2p5/1p3p2/4bB2/P1P5/1P4PP/3R2K1 b - - 3 22,1494,middlegame,22,b8a6 d1d7 f8f6 e7g7,74,94,1269,middlegame,20,9,medium,theme,middlegame
fHlej,3r2k1/p1q1Qp1p/1p4p1/2p5/2P5/1P3nP1/P4P1P/3RR1K1 w - - 4 24,1549,endgame,24,g1h1 c7e7 e1e7 d8d1,74,88,300,endgame,20,8,medium,theme,middlegame
5YN45,8/5p2/5kp1/3q3p/7P/Q5P1/5PK1/8 w - - 1 39,1638,endgame,39,a3f3 d5f3 g2f3 f6f5 f3e3 f5g4,74,86,214,endgame,10,4,medium,theme,endgame
pSuSY,r7/1b1pkp2/p3pp2/1pq1n2p/3NP1rP/1BP1Q1P1/PP3P2/2R2RK1 b - - 2 19,1190,middlegame,19,g4e4 d4f5 e6f5 e3c5,74,96,4272,middlegame,26,12,easy,theme,middlegame
Pp6Vz,r1b2bnr/pppp2pp/4kq2/7Q/3nP1N1/8/PPPP1PPP/RNB1K2R b KQ - 4 7,1276,opening,7,g7g6 h5d5 e6e7 g4f6,74,96,35798,crushing opening short,29,15,easy,heuristic,opening
a8SyN,rn1qk1nr/2ppBppp/p3p3/7Q/2BP4/4P3/PP3PbP/RN2K1NR b KQkq - 0 8,1392,opening,8,e8e7 h5g5 g8f6 g5g2,74,98,4677,opening,28,15,medium,theme,opening
p6i36,1r1qkb1r/pp3ppp/5n2/3p1b2/4p3/2N4P/PP3PP1/2RQKBNR b Kk - 1 10,1412,opening,10,f8b4 d1a4 f5d7 a4b4,74,96,8303,opening,26,14,medium,theme,opening
HmTB6,3r4/p4ppk/4n2p/Q7/6P1/6KP/Pr1p1P2/3R4 b - - 1 30,1146,endgame,30,b2c2 a5f5 h7g8 f5c2,74,99,1109,endgame,16,7,easy,theme,middlegame
nAw1b,2r2rk1/pp4pp/1q1b1p2/3p4/8/2P1pN1P/PPRN1QP1/4R1K1 w - - 0 23,1856,middlegame,23,f2e3 d6c5 f3d4 c5d4 c3d4 c8c2,74,93,716,middlegame,23,11,hard,theme,middlegame
1Heaa,8/3B1k2/1p2p3/p2pqppQ/4n3/4P2P/P5P1/7K b - - 3 35,1683,endgame,35,f7e7 h5e8 e7d6 e8b8 d6d7 b8e5,74,95,7919,endgame,16,6,medium,theme,middlegame
Vz9z9,8/8/2k3K1/2P5/7n/7p/4N3/8 w - - 2 57,1992,endgame,57,g6h5 h4f5 h5g5 h3h2 g5f5 h2h1q,74,82,144,endgame,6,4,hard,theme,endgame
5vMCi,2qr2k1/RR3pp1/3pb2p/4p3/4P2Q/2r4P/5PPK/8 b - - 16 32,2117,middlegame,32,e6h3 b7f7 d8d7 a7d7 c8d7 f7d7,74,85,501,middlegame,18,9,hard,theme,middlegame
AViOb,3Q4/kp5r/2p3p1/p1NpP3/P1nP4/6P1/1PP2qP1/1K4R1 w - - 5 31,1829,endgame,31,g1c1 f2d4 d8a5 c4a5,74,93,1427,endgame,20,8,hard,theme,middlegame
b5UZY,1r2br1k/1qp1b1pQ/p1p2p2/4pP2/2B1N3/1P1R4/P1P3PP/5RK1 b - - 0 23,1047,middlegame,23,h8h7 d3h3 e8h5 h3h5,74,99,1828,mate matein2 middlegame pillsburysmate short,24,12,easy,heuristic,middlegame
QIQoM,2kr1b1r/ppp3p1/2n1q2p/5p2/3Pp1b1/2P1B1P1/PP1NPPBP/R2Q1RK1 w - - 0 15,1285,middlegame,15,f2f3 e4f3 e2f3 e6e3,74,84,832,advantage discoveredattack kingsideattack middlegame short,29,14,easy,heuristic,middlegame
woWA3,7n/p2k4/3p4/5RN1/1P4PP/P2p4/2r5/5K2 w - - 0 42,1749,endgame,42,h4h5 c2c1 f1f2 d3d2,74,92,616,endgame,13,6,hard,theme,endgame
U1u2k,rn1q1rk1/p1p2ppp/1p1bp3/3n2B1/2B5/3P1N2/PPP2PPP/R2QR1K1 b - - 5 10,1706,opening,10,d6e7 c4d5 d8d5 g5e7,74,85,333,capturingdefender crushing opening short,28,14,hard,heuristic,opening
ZmE3I,r4rk1/p5p1/2n3pp/1p1pP3/3P2P1/2P1qN1P/PP4K1/R2Q1R2 w - - 0 26,1573,middlegame,26,d1d2 f8f3 d2e3 f3e3,74,91,797,middlegame,23,10,medium,theme,middlegame
ChZ88,rnbq1rk1/pp3ppp/8/2bp4/8/4PN2/PP3PPP/R1BQKB1R w KQ - 0 9,1255,opening,9,f1b5 d8a5 c1d2 a5b5,74,96,14502,crushing fork opening short,26,14,easy,heuristic,opening
YVzyZ,r1b2rk1/pp2bppp/4pn2/6B1/3q4/2NB4/PP2QPPP/3R1RK1 b - - 1 13,1774,middlegame,13,d4g4 e2g4 f6g4 g5e7,74,86,314,middlegame,25,14,hard,theme,middlegame
HyNuR,r5k1/ppp2ppp/n2p4/1P1Prb2/4N3/P2B4/5PPP/2R1R1K1 b - - 0 19,1455,middlegame,19,a6c5 e4c5 e5e1 c1e1 d6c5 d3f5,74,95,7595,middlegame,23,10,medium,theme,middlegame
nOPmy,r4rk1/pp1bnppp/4p3/3pq3/8/P7/3BBPPP/2RQR1K1 b - - 5 19,1182,middlegame,19,e5d6 d2b4 d6f4 b4e7,74,95,3912,middlegame,23,12,easy,theme,middlegame
4Mp5t,2b4k/5pp1/4p2p/8/8/3Q4/5PPP/q2B1K1R w - - 3 29,1115,endgame,29,g2g3 c8a6 d3a6 a1a6,74,100,789,endgame,14,7,easy,theme,middlegame
ntS5o,8/8/p2pk3/P1p5/2P1PK2/8/8/8 w - - 4 48,1282,endgame,48,f4e3 e6e5 e3f3 e5d4,74,95,2245,endgame,8,2,easy,theme,endgame
NB5vv,r1bq1r2/ppp2Bp1/2np3k/2b1p3/4P3/3P1Q2/PPP2PPP/RN2K2R b KQ - 0 9,1256,opening,9,d8f6 f3h5,74,97,519,mate matein1 middlegame onemove,27,13,easy,heuristic,opening
S63EC,4R3/8/8/1k6/1r6/3PK2P/p4PP1/8 w - - 0 48,1161,endgame,48,e8a8 b4a4 a8a4 b5a4,74,91,1062,endgame,9,4,easy,theme,endgame
5fP4j,rn1q1rk1/pbp2pbp/1p2pnp1/3pN1B1/3P4/2PB1Q2/PP3PPP/RN2R1K1 b - - 3 11,1456,opening,11,b8d7 e5d7 d8d7 g5f6 g7f6 f3f6,74,95,26795,advantage long opening,31,16,medium,heuristic,opening
iQ7wO,3r2k1/8/RNn2p1p/8/4p2P/2K5/1P3PP1/8 w - - 0 33,1230,middlegame,33,b6c4 d8d3 c3c2 c6b4 c2c1 b4a6,74,100,407,advantage endgame exposedking fork long,13,6,easy,heuristic,middlegame
324xo,rnb2rk1/pp3ppp/3p1n2/1N3q2/3P4/8/PPP2PPP/R1BQKB1R w KQ - 2 10,1198,opening,10,b5d6 f5e6 f1e2 e6d6,74,95,9122,advantage fork opening short,27,14,easy,heuristic,opening
0jcId,2r5/2P1k3/1p1R4/2P1p1p1/8/5p2/5P1P/6K1 w - - 0 41,1141,endgame,41,c5b6 e7d6 b6b7 d6c7 b7c8q c7c8,74,98,1242,endgame,12,4,easy,theme,endgame
oilNq,r1b1k1nr/pp1p1ppp/2p5/4Q3/2P1P2q/3PBB2/PP1K1P2/R7 b kq - 0 16,1749,middlegame,16,h4e7 e5g7 e7f6 e3d4 f6g7 d4g7,74,94,601,middlegame,24,11,hard,theme,middlegame
CEUVQ,rnbq1b1r/pp2p1k1/2p2n1p/4NPp1/3P4/8/PPP3PP/RNBQ1RK1 b - - 0 10,1644,opening,10,f6e4 d1h5 d8d4 g1h1 e4f2 f1f2,74,96,5749,opening,28,15,medium,theme,opening
UMaGG,r1b2r2/pp2ppkp/1q4p1/3p2Q1/8/2nB1PN1/P1P3PP/R4R1K b - - 3 16,1273,middlegame,16,b6f6 g3h5 g7g8 h5f6,74,99,1043,crushing middlegame pin short,24,12,easy,heuristic,middlegame
4yjer,rnbqk2r/ppp2ppp/3bp3/4N3/3PpB2/4P3/PPP2PPP/RN1QK2R b KQkq - 1 7,1284,opening,7,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,74,95,6328,crushing long opening,30,14,easy,heuristic,opening
5w7cg,r1b1kb1r/pp3ppp/4p3/q2p2N1/1n1P4/2NBP3/PPQ2PPP/R3K2R w KQkq - 2 11,1648,opening,11,d3b5 a5b5 c3b5 b4c2,74,95,9817,crushing middlegame short,28,14,medium,heuristic,opening
Qdq4r,2r2k1r/1p4bp/pq1PQpp1/1Np1pn2/8/4BN2/P1P2PPP/R4RK1 w - - 3 18,1293,middlegame,18,d6d7 b6e6 d7c8q e6c8,74,88,165,middlegame,26,13,easy,theme,middlegame
erVop,5bk1/1p1bnppp/8/1PPpq3/8/1QP3P1/5PBP/3R2K1 w - - 2 30,1346,middlegame,30,g2d5 e7d5 b3d5 e5d5 d1d5 d7b5,74,94,977,middlegame,20,9,medium,theme,middlegame
Fk1n7,r1b2r1k/p7/1p3pQp/3B4/4pq2/5p2/PP3P1P/3R1R1K b - - 0 29,2026,middlegame,29,c8h3 d5e4 h3g2 h1g1 f4e4 g6e4,74,93,1036,middlegame,20,10,hard,theme,middlegame
8aJSO,8/p7/1p2r1p1/1P3k2/P2pR3/1P3P2/2K5/8 w - - 0 43,1449,endgame,43,c2d3 e6e4 f3e4 f5e5,74,85,218,endgame,12,4,medium,theme,endgame
G2ZyO,r1b1r1k1/1p3pbp/p3q1P1/8/3B1P2/8/PPP2QP1/2KR3R b - - 0 19,1528,middlegame,19,g7d4 g6h7 g8h8 f2d4,74,89,332,middlegame,21,11,medium,theme,middlegame
z1V4c,6k1/p2n1pp1/5np1/8/2BP1PPq/2P1r2P/P2R2Q1/5RK1 w - - 3 24,1898,middlegame,24,f1f3 e3f3 g2f3 h4e1 c4f1 e1d2,74,86,281,middlegame,20,10,hard,theme,middlegame
FxQtO,2k3r1/pp6/5R2/8/7p/P7/1PP2Pr1/3R2K1 w - - 0 31,1224,endgame,31,g1f1 g2g1 f1e2 g8e8 e2d2 e8d8,74,91,413,endgame,13,6,easy,theme,middlegame
sqXV5,4r3/R1Pk4/7p/5pb1/3K4/P7/8/6R1 w - - 1 55,1715,endgame,55,g1g2 g5e3 d4d5 e3a7 g2g7 d7c8,74,93,1353,endgame,10,6,hard,theme,endgame
iBIT6,5R2/6pk/7p/Q2p4/2r5/8/PPKR3P/4q3 w - - 1 35,1230,endgame,35,c2b3 e1e3 a5c3 c4c3 b2c3 e3d2,74,98,3495,endgame,13,7,easy,theme,middlegame
i66HQ,rB1qk2r/pp3ppp/4pn2/3p1b2/1bPP4/2N2N2/PP3PPP/R2QKB1R b KQkq - 0 8,1234,opening,8,a8b8 d1a4 b7b5 a4b4,74,96,11151,advantage fork opening short,29,15,easy,heuristic,opening
QOfTI,r1bqkb1r/pp3ppp/2n1pn2/1Bp5/3PPN2/5N2/PPQ2PPP/R1B1K2R w KQkq - 2 9,1177,opening,9,d4c5 d8a5 c1d2 a5b5,74,98,2350,advantage fork opening short,30,16,easy,heuristic,opening
4YJ1q,8/8/6pk/1q6/4Q1p1/6r1/5R2/3K4 b - - 9 61,1216,endgame,61,b5b1 e4b1 g3g1 d1c2 g1b1 c2b1,74,96,5093,endgame,8,6,easy,theme,endgame
ghb4j,r1bqk2r/pp2ppbp/2n2np1/2N5/5P2/1P2pN2/PBPP2PP/R2QKB1R w KQkq - 0 9,1520,opening,9,d2e3 d8a5 d1d2 a5c5,74,53,191,advantage fork master opening short,30,16,medium,heuristic,opening
k6VuG,2r3k1/p4ppp/1p1P4/1P6/2p2B2/P2b2P1/5P1P/2R3K1 b - - 0 25,1430,endgame,25,g8f8 d6d7 c8d8 f4d6 f8g8 c1e1,74,97,528,endgame,18,6,medium,theme,middlegame
hqXPm,8/pp6/2p4p/3pPk2/3P4/7K/PP4P1/8 w - - 1 40,1772,endgame,40,h3g3 c6c5 e5e6 f5e6,74,85,337,endgame,12,2,hard,theme,endgame
ohzHN,r1b2rk1/ppp1qppp/3b1n2/4n3/2P5/1PN1PN1P/P3BPP1/R1BQ1RK1 w - - 1 12,1729,opening,12,f3e5 e7e5 f2f4 e5c3 c1d2 c3b2,73,95,15859,advantage long opening,29,16,hard,heuristic,opening
IeXDW,r1bqkb1r/pp3ppp/3p1n2/2pPp3/2PnP3/2N1B3/PP2NPPP/R2QKB1R w KQkq - 0 8,1112,opening,8,g2g3 d4f3,74,83,150,mate matein1 onemove opening,32,16,easy,heuristic,opening
zEbVD,r1b5/5kpR/p3pq2/1pQ2p2/5P2/1PpB4/2P3P1/3K4 b - - 9 30,1223,endgame,30,c8b7 c5c7 f7g8 c7b7 g8h7 b7a8,74,97,6468,endgame,18,8,easy,theme,middlegame
Fw7Y6,r2qkb1r/1p1bpppp/p1n5/3P4/Q1P5/8/PP3PPP/RNB1K1NR w KQkq - 1 10,1673,opening,10,d5c6 d7c6 a4b3 c6g2,74,95,4495,opening,27,14,medium,theme,opening
ZQwvx,r7/p2bRp1k/3p1Q1p/2pP2r1/1pP4q/1P6/P5PP/5RK1 b - - 1 27,1785,middlegame,27,g5g2 g1g2 d7h3 g2h1 h4f6 f1f6,74,92,644,middlegame,21,9,hard,theme,middlegame
zySFq,r1bq1rk1/ppp1bpnp/3p3Q/3Np3/2P1P3/5N2/PPP2PPP/2KR3R b - - 2 12,1424,middlegame,12,c8g4 d5e7 d8e7 f3g5 e7g5 h6g5,74,86,1932,middlegame,28,13,medium,theme,opening
ZbouU,rn1q1r1k/ppp3pp/1b1p4/5n1b/2BP4/2N1BN1P/PPP2PP1/R2Q1RK1 w - - 0 12,1267,opening,12,e3g5 h5f3 g5d8 f3d1,74,86,177,advantage middlegame short,29,16,easy,heuristic,opening
TIz9H,r4rk1/4qp2/p7/5pPp/8/1pP2Q2/1P4P1/2K3RR w - - 0 28,1859,endgame,28,f3h5 e7e3 c1b1 e3e4 b1a1 e4a4,74,92,521,endgame,17,8,hard,theme,middlegame
u0Dw2,1r3r1k/1p1n2b1/3NQ3/p3P1B1/P2P3P/5q2/1P6/R3R1K1 w - - 0 28,1860,middlegame,28,e6d7 f3g3 g1h1 f8f2,74,86,332,middlegame,19,12,hard,theme,middlegame
1yU3J,2kr1b1r/ppp2ppp/2p2n2/4q2b/4PP2/2NB4/PPP3PP/R1BQ1R1K b - - 0 11,1438,opening,11,h5d1 f4e5 d1c2 d3c2,74,88,458,opening,28,14,medium,theme,opening
IGlEN,2kr4/pbq4p/1pp3p1/5p2/2Q2b2/1P3BP1/PB5P/1K5R b - - 0 27,1951,middlegame,27,f4e5 c4e6 c7d7 e6d7 d8d7 b2e5,74,79,200,middlegame,20,10,hard,theme,middlegame
DxOzA,r1b1k1nr/pp1p1ppp/n1p1p3/8/1BP5/3P1NP1/Pq2PPBP/RN1QK2R b KQkq - 0 7,1447,opening,7,b2a1 b4c3 a1a2 c3g7,74,95,14971,crushing opening short,30,15,medium,heuristic,opening
Jso59,1r4k1/2Q2pp1/2p5/p2p4/P5Pp/4qP1K/2P2R1P/1r3R2 w - - 10 34,1701,endgame,34,c7c6 b1f1 f2f1 e3e2 f1a1 e2f3,74,93,991,endgame,19,8,hard,theme,middlegame
6MKFc,r1b1k2r/ppp1qp1n/4pb1Q/8/2B5/2N5/PPP2PPP/R1B1K2R w KQkq - 1 12,1745,opening,12,e1g1 h7g5 c1g5 h8h6,74,88,297,advantage discoveredattack opening quietmove short trappedpiece,25,14,hard,heuristic,opening
61rrj,8/4rp2/pR3k2/2pB4/2P3R1/2b4P/r7/5K2 b - - 11 40,1324,endgame,40,f6e5 g4e4 e5f5 e4e7,74,89,598,endgame,13,8,medium,theme,endgame
vG2qf,r1b1kb1r/p4ppp/2p1pn2/qpP5/8/P1P2P2/1P4PP/R1BQKBNR b KQkq - 0 12,1239,opening,12,f8c5 b2b4 c5b4 c3b4,73,95,11045,advantage fork opening short,28,14,easy,heuristic,opening
FWBhO,rnbk1r2/6q1/p1p1pP1b/1p3P1B/3P3Q/2P2RP1/PP5P/5RK1 b - - 0 34,1702,middlegame,34,g7f6 f5e6 f6h4 f3f8 h6f8 f1f8,74,87,330,middlegame,24,12,hard,theme,middlegame
hUJTm,r1b2kr1/p6p/1qp1p2Q/3p4/3b4/5N2/PPP2PPP/R3R1K1 b - - 0 19,1823,middlegame,19,g8g7 h6f4 g7f7 f4d4 b6d4 f3d4,74,95,3848,middlegame,22,11,hard,theme,middlegame
eN3sI,4r2k/1pQ2Rp1/p7/7p/8/P6P/1qP3P1/7K w - - 0 30,1824,endgame,30,c7b7 e8e1 h1h2 b2e5 g2g3 e1e2,74,96,3046,endgame,14,6,hard,theme,middlegame
jKjEF,1r1r2k1/1q3pp1/p6p/2P1p3/3PQ3/1Nn1P1P1/P3BPP1/5RK1 w - - 1 27,1200,middlegame,27,e4b7 c3e2 g1h2 b8b7,74,91,762,middlegame,22,10,easy,theme,middlegame
sPHKn,8/8/p1pK4/Pp1p4/1P1P4/4k3/8/8 w - - 0 43,1668,endgame,43,d6c6 e3d4 c6b6 d4c4 b6a6 d5d4 a6b6 d4d3 a5a6 d3d2 a6a7 d2d1q,74,95,5152,endgame,9,2,medium,theme,endgame
5VzI3,r3k2r/1bqnbppp/p3p3/8/3P2n1/2NBBN2/PPP2PPP/R2Q1RK1 w kq - 8 11,1696,middlegame,11,d1d2 b7f3 e3f4 e7d6,74,98,175,middlegame,28,16,medium,theme,opening
P1hFe,8/5r1k/p3R1p1/Pb1p4/1B1P1PK1/2P5/8/8 w - - 1 49,1308,endgame,49,b4e7 b5d7 g4g3 d7e6,74,96,6995,endgame,13,6,medium,theme,endgame
nUDA2,r1b4r/pp4b1/1q1p1k1p/3PnPpQ/3pP2P/P7/1P4P1/R1B2R1K b - - 0 21,1768,middlegame,21,c8d7 h4g5 f6e7 f5f6 g7f6 g5f6,74,94,910,middlegame,25,12,hard,theme,middlegame
XHmse,r3k2r/1pp1qp1p/p4p2/2bpp3/4P2B/1P1P1N2/1P1Q1PPP/R3K2R w KQkq - 0 14,1170,middlegame,14,e4d5 c5b4 e1g1 b4d2,74,97,2031,middlegame,26,11,easy,theme,middlegame
aI51z,r7/pp5k/5Q1p/4P3/2P2Pq1/1P6/P6K/5R2 w - - 3 30,1656,endgame,30,f1g1 g4h5 h2g2 a8g8 g2f2 h5h2,74,89,334,endgame,14,6,medium,theme,middlegame
Xgxty,r1b3QQ/ppkp4/2p1p3/2Pn4/8/1P1n4/P4P2/RNqBK3 w - - 5 35,1638,middlegame,35,e1e2 d5f4 e2f3 c1d1 f3g3 d1g1,74,86,320,middlegame,21,12,medium,theme,middlegame
JNLfz,2r3k1/2q3pp/p3b3/5p2/2p2P2/P1Q1PBKP/3R2P1/8 b - - 0 33,2079,endgame,33,c8d8 c3e5 d8d2 e5c7,74,93,1877,endgame,18,8,hard,theme,middlegame
g2Gyq,r2q1b1r/ppp2kpp/2np4/6B1/3Pn1b1/5N2/PPP3PP/RN1Q1RK1 b - - 1 9,1249,opening,9,e4g5 f3g5 f7g8 d1g4,74,97,6564,crushing discoveredattack discoveredcheck doublecheck opening short,27,15,easy,heuristic,opening
Nwig4,2r5/2P1kpp1/1P6/2R4p/7P/3b2P1/7K/8 b - - 0 47,1569,endgame,47,d3e4 c5e5 e7d6 e5e4 d6c6 e4b4,74,87,701,endgame,12,5,medium,theme,endgame
hRPO1,4r1k1/pp3p2/2p2n2/6p1/6P1/1P2NK2/P1Pr4/4RR2 b - - 0 29,1861,endgame,29,f6d5 e3d5 e8e1 d5f6 g8g7 f6h5 g7g6 f1e1,74,89,159,endgame,17,8,hard,theme,middlegame
VaQr1,8/3k3p/p1pp2p1/1pPP1p2/1P1K1P2/1P4P1/7P/8 b - - 0 32,1661,endgame,32,d7c7 c5d6 c7d6 d5c6 d6c6 d4e5,74,88,169,endgame,16,2,medium,theme,middlegame
XCREf,r2q1rk1/3b1p2/p5Np/1p1p4/8/P2QP3/1b3PPP/RB3RK1 b - - 0 21,1561,middlegame,21,b2a1 g6e7 g8g7 d3h7 g7f6 e7d5,74,83,432,middlegame,22,12,medium,theme,middlegame
M4S8Y,r3rnk1/pQ4p1/4p2p/q4p2/3P4/P1P3B1/6PP/1R3RK1 b - - 0 23,1481,middlegame,23,a8c8 g3e5 a5e5 d4e5,74,83,484,middlegame,20,10,medium,theme,middlegame
9x3p7,4r1k1/pp6/4pQpp/2p4q/4P3/2P2NP1/Pr5P/3R2K1 b - - 3 29,2318,endgame,29,b2h2 d1d7 h2h1 g1f2 h5f3 f6f3 e8f8 d7d8 f8d8 f3h1,74,85,102,endgame,19,8,hard,theme,middlegame
9N22T,rn1qk2r/2pbnpbp/p3p1p1/3p4/QP1P4/2PBPN2/3N1PPP/R1B2RK1 w kq - 1 11,1359,opening,11,d3b5 d7b5 a4b5 a6b5,74,84,512,crushing fork opening short,30,16,medium,heuristic,opening
J67c2,r2qk2r/pp3ppp/2pbp3/n3N3/3P1B2/2PP4/P4PPP/R2Q1RK1 b kq - 3 12,1247,opening,12,f7f6 d1h5 g7g6 e5g6 h7g6 h5h8,74,95,6924,crushing long middlegame,26,12,easy,heuristic,opening
52PlX,8/k7/1p1RP3/p2Pp3/P7/5P2/4K2p/7r b - - 0 43,1867,endgame,43,h1a1 d6d7 a7a6 d7h7 h2h1q h7h1,74,94,3548,endgame,12,4,hard,theme,endgame
OYOZV,8/pB2N1kp/6p1/1Pp1n3/8/2P3bP/r7/3R3K b - - 0 32,1595,endgame,32,g7f7 b7d5 f7e7 d5a2,74,97,758,endgame,15,8,medium,theme,middlegame
TmZug,8/3R4/p3p1pB/3kPp2/8/1P5P/1r4PK/5b2 b - - 8 47,1388,endgame,47,d5e5 h6g7 e5e4 g7b2,74,95,4912,endgame,14,6,medium,theme,endgame
cIHaZ,6k1/p1q2ppp/1rP1p3/8/2p5/5BPP/P1Q2P2/6K1 b - - 0 30,1920,endgame,30,b6c6 c2a4 c4c3 f3c6,74,89,128,endgame,17,6,hard,theme,middlegame
i7XNc,r1bq1rk1/pp3p2/2p2nn1/b2p2QP/3P4/P1N2NP1/1PP1BP2/R3K2R b KQ - 0 15,1566,middlegame,15,a5c3 b2c3 f6e4 g5d8 f8d8 h5g6,74,93,449,middlegame,27,15,medium,theme,middlegame
GMDDg,r2q1rk1/p5bp/1p4p1/3Np3/4P3/1P1Q2B1/1PR2PPP/6K1 b - - 0 22,1344,middlegame,22,a8c8 c2c8 d8c8 d5e7 g8h8 e7c8,74,99,6570,middlegame,21,10,medium,theme,middlegame
